EnsemblID	GeneName	KO1_L	KO1_L_M	KO8_L	KO8_L_M	WT3_L	WT3_L_M	WT4_L	WT4_L_M	KO1_L_G	KO1_L_M_G	KO8_L_G	KO8_L_M_G	WT3_L_G	WT3_L_M_G	WT4_L_G	WT4_L_M_G
ENSMUSG00000001380.7	Hars	7572	616	7571	606	5477	379	6668	676	8073	1021	7946	904	5754	602	7095	1022
ENSMUSG00000001383.9	Zmat2	4973	506	6348	721	4804	442	5129	506	5057	576	6419	781	4866	489	5230	587
ENSMUSG00000001403.13	Ube2c	2543	465	3875	762	2179	389	3840	781	2823	710	4250	1095	2417	574	4196	1095
ENSMUSG00000001415.10	Smg5	8919	3260	9715	3247	6108	2181	9915	3659	10545	4632	10938	4337	7269	3196	11500	5102
ENSMUSG00000001416.13	Cct3	27684	2712	36501	3471	21552	1948	29201	3072	29455	4246	38062	4871	22895	3141	31030	4766
ENSMUSG00000001418.13	Glmp	1383	310	1126	256	615	146	1121	324	1382	309	1126	256	612	143	1121	324
ENSMUSG00000001419.17	Mef2d	1047	344	1045	351	676	192	915	369	2030	1156	1923	1110	1114	577	1673	1041
ENSMUSG00000001420.13	Tmem79	748	271	583	248	363	162	622	279	996	444	845	436	546	295	883	469
ENSMUSG00000001424.14	Snd1	9251	1139	7432	717	5707	628	6947	912	25652	15461	15146	7518	14488	7974	19368	12212
ENSMUSG00000001435.15	Col18a1	19531	2327	23710	3033	17880	2055	24452	3723	28318	9424	31498	9671	26376	9091	37771	15441
ENSMUSG00000001436.15	Slc19a1	512	209	488	197	399	155	643	294	890	521	871	526	821	482	1181	758
ENSMUSG00000001440.5	Kpnb1	64880	10684	67883	11041	40356	6082	55353	9354	69459	14479	71386	14014	42270	7710	58257	11919
ENSMUSG00000001441.13	Npepps	7864	1618	6339	1297	5213	991	6634	1383	13331	6406	9868	4503	8113	3551	11009	5426
ENSMUSG00000001444.2	Tbx21	71	47	27	12	13	2	18	5	102	65	42	26	29	7	23	10
ENSMUSG00000001445.10	Mrpl10	2501	377	2538	370	1184	176	2046	345	3030	786	3057	816	1476	416	2511	749
ENSMUSG00000001467.5	Cyp51	5601	1669	5103	1678	2932	882	3974	1484	6171	2169	5546	2094	3256	1150	4421	1910
ENSMUSG00000001472.17	Tcf25	9291	1312	8747	1225	5321	772	7576	1215	0	0	0	0	0	0	0	0
ENSMUSG00000001473.7	Tubb6	5484	632	3951	493	1127	153	2382	384	5714	827	4128	633	1224	211	2552	541
ENSMUSG00000001482.15	Def8	3377	750	3902	866	1607	343	3227	818	0	0	0	0	0	0	0	0
ENSMUSG00000001493.9	Meox1	24	12	14	3	5	0	11	3	38	26	19	7	18	7	19	11
ENSMUSG00000001494.6	Sost	7	1	45	21	21	0	10	4	14	1	46	22	21	0	10	4
ENSMUSG00000001496.15	Nkx2-1	0	0	4	0	6	0	0	0	0	0	4	0	6	0	0	0
ENSMUSG00000001497.18	Pax9	1	0	5	1	3	0	1	0	8	3	5	1	31	3	4	0
ENSMUSG00000001504.10	Irx2	146	54	131	71	79	32	102	64	148	55	135	75	82	32	111	73
ENSMUSG00000001506.10	Col1a1	4018	301	2024	131	48	4	495	35	4075	339	2042	144	48	4	496	36
ENSMUSG00000001507.16	Itga3	9480	1521	5865	877	3681	765	6674	1452	11462	3063	7040	1830	5182	1959	8463	2963
ENSMUSG00000001508.15	Sgca	1	0	2	1	1	0	3	0	3	2	2	1	13	0	3	0
ENSMUSG00000001510.8	Dlx3	138	65	52	26	4	1	32	13	142	65	55	28	14	1	34	14
ENSMUSG00000001517.14	Foxm1	2749	726	2255	577	1820	473	2813	822	2866	867	2339	675	1879	549	2887	953
ENSMUSG00000001518.12	Itfg2	989	484	1277	550	637	314	982	491	1277	742	1588	826	850	501	1277	765
ENSMUSG00000001520.12	Nrip2	2	0	2	0	0	0	2	1	10	6	11	6	4	0	8	5
ENSMUSG00000001521.12	Tulp3	1236	324	1334	310	865	198	1363	396	1737	740	1690	617	1266	473	1883	866
ENSMUSG00000001524.14	Gtf2h4	1687	312	1647	263	945	145	1407	235	1749	365	1695	310	1008	197	1457	282
ENSMUSG00000001525.10	Tubb5	82738	8500	96097	11606	52950	5631	82220	10550	83154	8831	96449	11983	53148	5815	82488	10791
ENSMUSG00000001542.7	Ell2	2277	435	2161	416	1242	193	1659	397	3407	1397	2950	1101	1784	615	2648	1325
ENSMUSG00000001552.14	Jup	10059	1779	7559	1347	3226	500	6648	1416	11417	2869	8486	2115	3750	937	7552	2194
ENSMUSG00000001555.10	Fkbp10	1548	189	1139	158	829	104	1234	184	1635	260	1217	228	886	144	1323	264
ENSMUSG00000001558.5	Klhl10	52	13	31	16	26	4	29	15	81	34	66	35	79	29	51	35
ENSMUSG00000001566.9	Mnx1	8	5	9	2	10	0	7	5	10	7	13	6	13	0	10	5
ENSMUSG00000001569.10	Nom1	4480	1211	4476	1230	3268	891	3966	1378	5423	2042	5239	1938	3919	1460	5003	2347
ENSMUSG00000001576.15	Ergic1	4555	774	3848	567	2719	491	4697	989	11269	6357	8014	4129	6934	3999	11947	7355
ENSMUSG00000001583.13	Tnk1	617	275	503	210	251	85	395	178	688	330	555	256	281	106	438	216
ENSMUSG00000001588.12	Acap1	297	63	364	61	178	17	256	62	323	84	412	92	194	27	286	90
ENSMUSG00000001604.14	Tcea3	1879	213	2414	255	2571	226	2335	301	2994	1062	3481	1087	3716	1074	4036	1715
ENSMUSG00000001622.15	Csn3	14	3	43	12	9	0	44	8	14	3	43	12	14	0	45	9
ENSMUSG00000001627.12	Ifrd1	4480	1549	3992	1465	1899	756	3036	1381	6572	3381	5689	3037	2788	1534	4616	2854
ENSMUSG00000001630.13	Stk38l	1929	644	1994	635	1106	308	1430	472	3423	1961	2896	1443	1763	864	2446	1417
ENSMUSG00000001632.16	Brpf1	3629	1565	3253	1430	2535	1099	3461	1588	4131	1979	3589	1728	2807	1319	3835	1916
ENSMUSG00000001642.18	Akr1b3	9783	1071	7852	802	4278	466	6530	652	10223	1452	8135	1054	4479	653	6806	905
ENSMUSG00000001655.6	Hoxc13	27	9	21	5	23	4	26	10	46	24	36	16	31	5	38	22
ENSMUSG00000001656.3	Hoxc11	0	0	3	1	0	0	2	2	0	0	3	1	7	0	2	2
ENSMUSG00000001657.7	Hoxc8	1	1	1	1	10	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661.5	Hoxc6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001663.10	Gstt1	3	0	64	5	13	0	33	4	7	1	81	17	46	0	38	8
ENSMUSG00000001665.11	Gstt3	75	2	125	9	26	0	54	10	13	0	23	3	5	0	13	2
ENSMUSG00000001666.8	Ddt	754	40	1035	67	416	31	799	51	262	13	326	28	174	19	278	16
ENSMUSG00000001670.13	Tat	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000001672.14	Marveld3	122	27	151	34	26	4	98	33	163	59	195	67	54	14	127	55
ENSMUSG00000001674.11	Ddx18	7100	966	7394	934	6412	694	7394	1010	7819	1548	7958	1418	6823	1039	8008	1549
ENSMUSG00000001687.15	Ubl3	2479	973	3100	1083	1671	591	2632	1119	4330	2662	4421	2324	2701	1503	4654	3004
ENSMUSG00000001700.10	Gramd3	227	43	365	68	59	17	132	27	470	252	620	285	218	78	294	175
ENSMUSG00000001707.8	Eef1e1	2486	591	3020	788	1737	491	2479	783	3421	1370	3700	1374	2418	1103	3410	1634
ENSMUSG00000001729.14	Akt1	2188	407	2326	383	707	107	1527	307	2554	720	2668	690	835	222	1819	567
ENSMUSG00000001739.14	Cldn15	26	13	14	7	24	15	17	14	75	44	71	55	126	100	93	82
ENSMUSG00000001741.12	Il16	1	0	0	0	0	0	0	0	4	0	8	0	111	0	3	1
ENSMUSG00000001750.16	Tcirg1	485	92	498	154	228	66	382	100	543	122	547	188	256	78	423	137
ENSMUSG00000001751.9	Naglu	78	12	63	7	12	1	43	12	94	27	69	12	14	3	47	15
ENSMUSG00000001755.12	Coasy	956	213	830	175	357	104	675	203	964	218	839	183	365	108	684	212
ENSMUSG00000001761.7	Smo	1364	209	1152	146	837	102	1332	208	1599	396	1330	286	1151	314	1628	429
ENSMUSG00000001763.14	Tspan33	116	47	114	28	30	10	94	22	201	124	174	83	93	44	149	70
ENSMUSG00000001767.5	Crnkl1	3983	602	4698	642	4373	562	4313	550	4209	795	4972	900	4590	727	4585	797
ENSMUSG00000001768.16	Rin2	171	78	216	80	99	29	161	57	569	420	550	366	555	206	546	394
ENSMUSG00000001773.14	Folh1	33	8	15	1	14	5	12	2	44	16	19	5	120	5	18	8
ENSMUSG00000001774.8	Chordc1	6219	1278	7066	1120	6854	1034	6551	1317	7547	2440	7989	1953	7783	1824	7771	2433
ENSMUSG00000001783.3	Rtcb	8024	1049	10193	1275	6188	830	8367	1215	9022	1876	11254	2233	6836	1403	9455	2203
ENSMUSG00000001785.13	Pwp1	4493	689	6109	804	4581	530	5529	731	5195	1286	6782	1391	5147	957	6386	1479
ENSMUSG00000001786.14	Fbxo7	569	269	798	295	444	221	730	325	1202	830	1465	890	1048	718	1601	1114
ENSMUSG00000001794.13	Capns1	7071	583	6966	642	4695	421	6980	685	7620	1003	7328	949	5239	858	7439	1070
ENSMUSG00000001802.16	Lrp3	112	22	171	42	65	10	154	31	158	61	226	86	77	21	205	77
ENSMUSG00000001804.9	Dsg4	0	0	0	0	3	0	3	0	3	1	2	0	62	0	3	0
ENSMUSG00000001815.15	Evx2	0	0	1	0	3	0	0	0	0	0	1	0	3	0	0	0
ENSMUSG00000001819.4	Hoxd13	22	1	20	12	22	3	25	10	22	1	20	12	22	3	25	10
ENSMUSG00000001823.5	Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827.12	Folr1	2899	447	2648	410	829	127	1671	379	3488	851	3181	781	1065	278	2127	749
ENSMUSG00000001829.17	Clpb	3228	530	2809	397	2045	331	3205	610	6633	3383	4614	1954	4307	2058	6756	3751
ENSMUSG00000001833.17	Septin7	9436	1369	11075	1302	7325	663	8063	1143	11465	3175	12227	2365	8190	1378	9608	2551
ENSMUSG00000001844.10	Zdhhc4	567	149	552	127	361	72	565	150	772	304	754	296	478	162	743	310
ENSMUSG00000001847.14	Rac1	6450	851	6372	882	3994	437	5352	783	7825	2028	7461	1857	4771	1117	6515	1867
ENSMUSG00000001855.15	Nup214	7267	1712	5936	1405	5726	1210	8436	2095	10885	4848	8488	3709	8461	3592	12268	5664
ENSMUSG00000001864.13	Aif1l	943	115	1209	178	107	21	371	55	1115	259	1345	293	166	39	463	136
ENSMUSG00000001865.2	Cpa3	0	0	0	0	2	0	0	0	2	0	0	0	50	0	0	0
ENSMUSG00000001870.16	Ltbp1	847	108	603	68	120	27	376	57	2160	1225	1196	567	896	315	1100	707
ENSMUSG00000001891.16	Ugp2	1416	134	1552	180	580	48	870	103	2026	663	1943	500	878	253	1237	430
ENSMUSG00000001901.15	Kcnh6	64	43	57	22	9	9	57	35	204	144	189	129	121	78	176	133
ENSMUSG00000001909.16	Trmt1	4725	1309	5707	1640	3717	1048	5419	1851	5252	1727	6258	2112	4139	1406	6032	2361
ENSMUSG00000001910.5	Nacc1	8709	1447	9575	1560	6584	1014	12159	2053	9833	2379	10677	2538	7461	1756	13448	3202
ENSMUSG00000001911.16	Nfix	18	1	19	10	37	2	38	4	125	77	75	48	220	95	154	88
ENSMUSG00000001918.17	Slc1a5	2208	492	2560	627	1738	376	2717	654	2870	1044	3219	1222	2292	864	3527	1364
ENSMUSG00000001924.15	Uba1	38431	2618	30691	2163	33699	2039	38283	3170	39834	3817	31438	2818	34749	2956	39473	4266
ENSMUSG00000001930.17	Vwf	288	61	231	30	77	11	132	32	511	228	385	136	253	48	237	119
ENSMUSG00000001942.8	Siae	528	101	415	71	353	84	466	124	718	238	492	126	587	162	649	269
ENSMUSG00000001943.8	Vsig2	58	21	42	16	70	24	80	41	78	32	55	23	80	32	112	69
ENSMUSG00000001946.14	Esam	100	38	77	43	97	41	123	79	130	62	87	53	147	69	159	106
ENSMUSG00000001948.10	Spa17	92	7	90	12	99	8	102	12	118	32	103	18	110	12	120	30
ENSMUSG00000001962.8	Fam50a	4284	508	3938	389	4355	407	3607	445	4459	663	4067	506	4457	492	3737	559
ENSMUSG00000001964.14	Emd	4622	679	3679	578	2665	366	4259	761	4946	919	3856	729	2853	516	4491	947
ENSMUSG00000001983.7	Taco1	760	190	684	180	342	87	522	158	906	305	798	263	397	118	614	234
ENSMUSG00000001985.9	Grik3	1294	302	997	249	1712	464	1325	348	8026	5376	4236	2691	7585	4585	7345	5090
ENSMUSG00000001986.16	Gria3	446	86	232	49	169	26	206	32	1800	1126	800	489	916	350	1101	775
ENSMUSG00000001988.9	Npas1	5	0	6	3	4	0	7	3	19	10	18	9	17	0	20	15
ENSMUSG00000001995.9	Sipa1l2	2362	697	1800	410	1070	219	1567	428	5800	3480	3689	1926	2416	1148	3779	2271
ENSMUSG00000001998.15	Ap4e1	1376	584	1240	413	1003	310	1267	512	2211	1299	1758	858	1563	726	2022	1195
ENSMUSG00000001999.15	Blvra	485	66	303	31	174	33	261	40	753	292	442	138	350	132	467	227
ENSMUSG00000002006.12	Pdzd4	7276	780	9524	1069	9169	871	9395	1244	10097	2926	11497	2683	11989	2949	12916	4099
ENSMUSG00000002007.5	Srpk3	2	2	1	0	3	3	0	0	2	2	1	0	3	3	0	0
ENSMUSG00000002010.17	Idh3g	8770	967	7792	868	6805	611	9096	1175	9205	1338	8076	1122	7106	871	9455	1494
ENSMUSG00000002012.13	Pnck	107	25	57	16	49	20	96	32	110	28	63	19	52	20	103	39
ENSMUSG00000002014.12	Ssr4	2957	658	2192	546	1513	369	2417	652	3083	764	2284	633	1615	457	2522	757
ENSMUSG00000002015.5	Bcap31	6320	709	4729	526	5465	492	5129	706	11057	4613	7343	2740	8661	3274	9304	4388
ENSMUSG00000002017.10	Fam98a	2031	564	2261	579	1513	303	2101	586	2605	1063	2733	1014	1891	615	2615	1073
ENSMUSG00000002020.15	Ltbp2	122	38	50	24	17	9	39	21	285	150	126	84	120	43	163	121
ENSMUSG00000002028.13	Kmt2a	7630	3438	5062	2423	7452	2458	8980	3718	10576	5994	6938	4098	9099	3830	11533	6063
ENSMUSG00000002031.13	Ift46	3466	855	3673	796	2906	737	3461	1009	4546	1721	4379	1370	3741	1428	4474	1859
ENSMUSG00000002032.17	Tmem25	36	17	27	13	16	10	21	9	42	20	35	20	21	11	30	17
ENSMUSG00000002033.14	Cd3g	32	2	12	3	9	0	1	0	45	12	13	3	17	0	2	1
ENSMUSG00000002043.17	Trappc6a	147	13	197	23	73	13	163	23	219	67	267	83	109	33	245	88
ENSMUSG00000002052.6	Supt6	21232	3416	20824	3176	15681	2423	19173	3396	22981	4969	22087	4321	16591	3233	20582	4695
ENSMUSG00000002055.9	Spag5	5106	1221	4940	1234	3548	859	4549	1289	5893	1854	5647	1797	4110	1234	5298	1917
ENSMUSG00000002057.4	Foxn1	23	8	4	0	1	0	4	4	63	33	9	4	20	0	11	11
ENSMUSG00000002058.13	Unc119	807	126	693	126	226	42	440	41	870	178	732	162	253	66	459	57
ENSMUSG00000002059.18	Rab34	604	120	827	161	223	44	491	121	614	130	839	171	228	46	494	123
ENSMUSG00000002064.10	Sdf2	1160	323	1094	323	473	150	837	293	1865	859	1741	853	840	436	1352	747
ENSMUSG00000002068.16	Ccne1	7582	1267	10864	1743	7490	1163	9703	1775	8042	1665	11296	2134	7821	1445	10215	2248
ENSMUSG00000002076.12	Hsf2bp	2417	213	2450	236	1908	142	1912	190	4173	1739	3492	1151	2993	990	3085	1243
ENSMUSG00000002083.13	Bbc3	758	304	871	375	317	112	815	373	926	433	1036	513	410	185	986	518
ENSMUSG00000002100.15	Mybpc3	50	10	67	12	61	3	46	11	57	16	70	15	70	7	49	14
ENSMUSG00000002102.15	Psmc3	10610	881	13444	1258	8344	775	10246	1061	10953	1186	13824	1601	8583	970	10626	1396
ENSMUSG00000002103.16	Acp2	941	331	820	306	470	204	737	325	1029	417	899	380	536	265	811	390
ENSMUSG00000002104.11	Rapsn	35	7	56	13	7	1	31	7	46	18	73	23	13	1	43	15
ENSMUSG00000002105.15	Slc39a13	236	75	246	73	122	41	269	96	270	102	285	100	134	47	312	126
ENSMUSG00000002107.18	Celf2	281	99	220	55	87	12	195	69	1704	1276	1098	779	1545	331	1251	964
ENSMUSG00000002108.10	Nr1h3	40	16	19	6	8	1	39	7	49	24	28	15	27	1	47	13
ENSMUSG00000002109.14	Ddb2	362	94	370	80	277	42	399	120	565	255	559	240	425	121	659	345
ENSMUSG00000002111.8	Spi1	12	6	12	6	5	3	16	8	23	15	19	10	47	7	25	17
ENSMUSG00000002129.11	Sf3a1	12059	2504	13177	2618	11509	1746	12000	2400	13366	3679	14228	3597	12111	2308	13093	3422
ENSMUSG00000002147.18	Stat6	982	210	927	185	673	124	849	242	1009	231	945	201	703	148	872	264
ENSMUSG00000002190.13	Clgn	318	27	483	54	430	42	371	34	398	88	556	103	595	111	444	97
ENSMUSG00000002204.9	Napsa	33	8	68	11	65	19	164	39	43	14	77	18	95	42	228	93
ENSMUSG00000002205.16	Vrk3	848	293	834	243	566	177	841	265	1411	721	1319	608	998	510	1342	698
ENSMUSG00000002210.11	Smg9	1020	268	1272	349	817	221	1352	391	1653	777	1765	763	1233	558	2057	1010
ENSMUSG00000002221.11	Paxip1	5742	1841	4464	1315	3944	1033	5060	1775	9480	4979	6940	3438	6059	2803	8266	4574
ENSMUSG00000002222.14	Rmnd5a	6991	1411	6550	1036	4244	659	5721	1001	8610	2852	7448	1833	5149	1380	7038	2210
ENSMUSG00000002227.15	Mov10	3982	639	4424	556	3697	462	5028	716	4905	1394	5109	1141	4416	1033	6030	1581
ENSMUSG00000002228.7	Ppm1j	535	185	439	128	419	150	725	279	702	291	558	207	579	246	918	414
ENSMUSG00000002233.13	Rhoc	1426	141	1377	107	798	78	1280	143	1493	181	1421	144	829	99	1329	189
ENSMUSG00000002240.12	Prr27	0	0	0	0	8	0	0	0	3	0	3	0	65	5	2	1
ENSMUSG00000002249.21	Tead3	332	137	324	159	98	68	241	140	493	273	466	276	167	118	406	282
ENSMUSG00000002250.16	Ppard	462	163	367	134	330	108	537	250	1935	1378	1202	828	1262	873	2331	1866
ENSMUSG00000002257.8	Def6	879	154	814	166	821	150	1056	250	1195	419	1038	355	1091	365	1532	663
ENSMUSG00000002265.17	Peg3	23580	3846	40902	6228	20422	2797	31372	5304	24535	4614	42222	7288	20971	3192	32383	6144
ENSMUSG00000002266.17	Zim1	105	56	56	24	46	12	56	21	203	116	106	51	113	47	109	51
ENSMUSG00000002274.13	Metrn	670	143	665	162	523	138	826	194	379	75	342	78	227	39	462	90
ENSMUSG00000002279.19	Lmf1	497	139	365	122	265	108	509	246	1339	812	933	606	844	479	1493	1097
ENSMUSG00000002280.11	Ciao3	1419	488	1173	362	765	266	1370	518	1481	541	1218	405	797	293	1417	561
ENSMUSG00000002289.16	Angptl4	1300	570	985	453	575	281	826	476	1414	666	1068	529	623	325	899	538
ENSMUSG00000002297.16	Dbf4	10606	3063	14148	3921	9683	2599	12779	3964	12606	4772	16033	5624	11085	3882	14997	6011
ENSMUSG00000002307.16	Daxx	3536	973	3455	938	2608	644	3627	1028	3732	1113	3597	1037	2723	735	3809	1184
ENSMUSG00000002308.16	Cd320	1128	225	993	242	533	151	968	295	1248	320	1096	332	655	254	1098	417
ENSMUSG00000002319.16	Ipo4	2506	396	2208	350	1570	223	2390	463	2546	418	2220	348	1578	231	2405	473
ENSMUSG00000002320.15	Tm9sf1	763	192	810	234	315	82	610	229	847	262	881	296	354	112	682	288
ENSMUSG00000002324.8	Rec8	281	42	217	24	121	23	217	38	329	75	238	41	133	33	260	78
ENSMUSG00000002325.15	Irf9	593	413	686	497	357	248	594	470	610	423	698	508	366	257	602	475
ENSMUSG00000002326.6	Gmpr2	593	161	719	148	327	77	595	164	668	229	780	204	354	100	659	221
ENSMUSG00000002329.7	Mdp1	946	267	1071	312	508	142	744	217	859	225	949	278	454	122	652	191
ENSMUSG00000002332.16	Dhrs1	604	68	618	76	262	38	521	69	625	88	626	82	273	48	542	90
ENSMUSG00000002341.8	Ncan	173	27	268	36	159	15	358	44	195	37	289	52	185	26	377	61
ENSMUSG00000002342.17	Tmem161a	861	221	858	206	414	96	692	185	1050	382	1028	347	542	202	863	332
ENSMUSG00000002343.11	Armc6	666	173	677	186	243	78	624	197	843	308	835	313	337	154	776	334
ENSMUSG00000002345.18	Borcs8	496	118	389	70	221	46	483	154	9	2	14	5	4	0	15	5
ENSMUSG00000002346.16	Slc25a42	224	165	153	106	116	70	208	170	680	535	360	281	394	285	543	466
ENSMUSG00000002365.10	Snx9	1188	162	1273	155	1025	120	1213	185	2634	1302	2134	872	1758	623	2445	1212
ENSMUSG00000002372.9	Ranbp3	5769	1399	5734	1453	3006	788	5155	1615	8251	3461	7453	2948	4255	1889	7399	3628
ENSMUSG00000002379.7	Ndufa11	1582	160	1323	137	583	83	1446	161	1696	253	1442	240	662	153	1567	266
ENSMUSG00000002384.2	Bmp8b	303	81	162	42	47	18	127	43	625	273	317	142	196	96	272	142
ENSMUSG00000002393.14	Nr2f6	635	147	903	172	287	56	653	180	794	260	1104	305	407	138	856	312
ENSMUSG00000002395.14	Use1	1779	372	2645	576	1720	291	2241	542	1797	389	2664	590	1753	319	2264	562
ENSMUSG00000002396.8	Ocel1	94	44	127	84	39	16	99	65	100	50	134	87	42	19	114	75
ENSMUSG00000002409.18	Dyrk1b	351	159	297	165	178	113	379	233	536	312	510	357	343	237	602	432
ENSMUSG00000002413.15	Braf	4264	1069	4190	969	2852	581	3921	1057	7561	3788	6705	2981	4601	1848	6824	3527
ENSMUSG00000002416.13	Ndufb2	1069	248	1156	207	577	96	964	214	1034	285	1104	242	579	133	918	250
ENSMUSG00000002428.12	Hltf	3749	732	4625	765	2642	453	3657	770	5075	1890	5724	1740	3715	1348	5027	2027
ENSMUSG00000002455.14	Prpf6	8201	863	9161	921	7792	787	8180	941	9580	2056	10043	1717	8776	1593	9619	2257
ENSMUSG00000002458.13	Rgs19	814	237	677	159	530	106	773	228	1029	404	850	307	696	251	955	396
ENSMUSG00000002459.17	Rgs20	50	18	30	8	55	18	49	29	856	575	394	278	1118	589	1061	776
ENSMUSG00000002475.16	Abhd3	31	13	29	6	8	0	14	7	108	67	70	36	168	16	51	41
ENSMUSG00000002477.5	Snrpd1	9029	1075	11137	1386	8244	805	8591	990	10133	2058	12018	2170	8971	1411	9750	2011
ENSMUSG00000002486.15	Tchp	1174	511	1095	541	653	301	961	551	1343	640	1210	650	737	374	1106	680
ENSMUSG00000002489.16	Tiam1	2925	615	2376	504	1884	389	2550	611	7525	4492	4634	2469	4858	2497	6865	4417
ENSMUSG00000002496.10	Tsc2	6816	1276	4916	968	4266	715	6277	1321	7625	1958	5437	1424	4761	1111	6948	1908
ENSMUSG00000002500.15	Rpl3l	40	2	45	7	46	5	24	1	50	8	51	12	60	5	29	6
ENSMUSG00000002504.15	Slc9a3r2	1249	219	696	141	1188	186	1217	245	1478	414	784	221	1344	311	1425	430
ENSMUSG00000002524.17	Puf60	7192	1472	7766	1517	4411	850	7018	1592	7667	1860	8209	1900	4656	1060	7419	1964
ENSMUSG00000002546.17	Golga2	2455	778	2546	743	1943	540	2493	842	2718	1010	2763	941	2147	696	2710	1040
ENSMUSG00000002550.16	Uck1	766	252	720	229	428	125	654	234	836	303	796	295	476	168	742	311
ENSMUSG00000002565.16	Scin	5	3	12	2	7	1	9	1	15	11	22	11	80	2	14	6
ENSMUSG00000002578.18	Ikzf4	119	42	54	22	63	16	64	26	188	90	117	76	158	42	132	68
ENSMUSG00000002580.7	Mien1	781	49	830	74	291	28	563	59	782	50	830	74	293	28	565	61
ENSMUSG00000002588.13	Pon1	0	0	0	0	1	0	0	0	2	0	0	0	28	0	1	0
ENSMUSG00000002602.16	Axl	659	120	523	80	30	5	178	23	810	248	621	155	95	21	282	109
ENSMUSG00000002603.15	Tgfb1	214	67	192	50	80	25	239	73	303	135	274	112	148	67	333	148
ENSMUSG00000002608.8	Ccdc97	949	267	698	206	698	169	853	242	1157	420	847	315	837	250	1072	411
ENSMUSG00000002617.14	Zfp40	403	235	467	273	276	159	433	248	507	325	557	350	340	184	511	311
ENSMUSG00000002625.10	Akap8l	2165	466	2713	610	2136	418	2461	656	2877	1071	3412	1220	2779	879	3272	1369
ENSMUSG00000002633.4	Shh	5	3	0	0	1	0	0	0	5	3	0	0	1	0	0	0
ENSMUSG00000002635.11	Pdcd2l	1230	229	1720	332	904	184	1274	276	1641	565	2074	629	1245	464	1728	672
ENSMUSG00000002658.9	Gtf2f1	13416	1775	13263	1699	12469	1533	12619	1962	13719	2038	13559	1957	12715	1738	12926	2219
ENSMUSG00000002660.8	Clpp	3199	446	3894	594	2509	291	3627	669	3624	781	4286	925	2845	551	4057	1027
ENSMUSG00000002661.14	Alkbh7	418	74	361	48	220	51	326	62	444	90	386	66	230	60	353	83
ENSMUSG00000002664.2	Pspn	1	0	3	3	0	0	0	0	1	0	3	3	0	0	0	0
ENSMUSG00000002668.8	Dennd1c	177	53	135	28	50	7	126	37	196	69	149	40	68	19	133	42
ENSMUSG00000002679.14	Med6	1184	374	1336	396	835	244	1207	444	2190	1208	2150	1075	1434	733	2044	1180
ENSMUSG00000002688.8	Prkd1	150	34	129	17	77	12	91	18	1300	1034	800	573	987	475	1039	827
ENSMUSG00000002699.13	Lcp2	1	0	0	0	0	0	0	0	3	2	3	2	41	0	0	0
ENSMUSG00000002718.14	Cse1l	14395	1681	15907	1760	11889	1262	15570	2110	17194	4102	18064	3759	13840	2978	18523	4830
ENSMUSG00000002728.14	Naa20	1786	736	2516	991	1277	474	2041	872	2937	1694	3978	2290	2056	1138	3197	1931
ENSMUSG00000002731.6	Prkra	338	56	396	29	154	14	297	31	460	156	484	97	246	65	417	138
ENSMUSG00000002732.14	Fkbp7	58	20	44	16	42	12	53	26	86	48	82	49	67	31	88	59
ENSMUSG00000002733.8	Plekha3	1272	323	1496	409	713	231	1178	407	2025	985	2069	926	1111	572	1866	1026
ENSMUSG00000002741.9	Ykt6	4254	648	3920	554	2223	243	3216	553	4636	980	4211	815	2347	361	3468	788
ENSMUSG00000002748.7	Baz1b	14792	5007	14896	4606	12499	3538	14843	5017	17947	7744	17021	6500	14321	5108	17967	7899
ENSMUSG00000002763.16	Pex6	894	121	909	103	446	78	892	175	1031	234	1011	193	523	138	1035	300
ENSMUSG00000002767.13	Mrpl2	2300	229	2723	296	1354	165	2045	263	2390	306	2827	385	1430	227	2151	355
ENSMUSG00000002768.8	Mea1	2279	216	3083	288	1371	97	1947	203	2301	236	3101	300	1389	102	1959	210
ENSMUSG00000002769.9	Gnmt	21	5	40	5	7	1	27	0	28	11	57	19	10	1	35	5
ENSMUSG00000002771.12	Grin2d	31	9	34	11	18	3	45	19	66	32	83	36	119	39	122	74
ENSMUSG00000002778.14	Kdelr1	1082	94	901	93	501	47	833	114	1254	230	1022	194	578	117	1005	262
ENSMUSG00000002781.19	Tmem143	609	150	548	119	225	55	592	169	737	263	622	184	316	131	703	263
ENSMUSG00000002791.17	Pdxk-ps	0	0	3	3	5	0	2	0	6	5	4	4	50	0	8	6
ENSMUSG00000002797.9	Ggct	1907	711	2239	731	1686	661	1813	742	2061	846	2352	838	1768	733	1938	858
ENSMUSG00000002799.6	Jag2	894	221	1141	268	246	46	734	190	1209	448	1587	630	345	113	1100	452
ENSMUSG00000002803.14	Btbd6	270	69	294	89	147	68	198	67	270	69	294	89	147	68	198	67
ENSMUSG00000002804.4	Nudt14	229	20	241	31	95	9	223	40	270	53	265	52	136	28	271	83
